Name,Biosynthetic_class,Structural_class,EXT_k2,EXT_k3,EXT_k4,EXT_k5,EXT_k6,EXT_k7,EXT_k8,EXT_k9,EXT_k10,MACCS_k2,MACCS_k3,MACCS_k4,MACCS_k5,MACCS_k6,MACCS_k7,MACCS_k8,MACCS_k9,MACCS_k10,PubChem_k2,PubChem_k3,PubChem_k4,PubChem_k5,PubChem_k6,PubChem_k7,PubChem_k8,PubChem_k9,PubChem_k10,Sub_k2,Sub_k3,Sub_k4,Sub_k5,Sub_k6,Sub_k7,Sub_k8,Sub_k9,Sub_k10,SubCount_k2,SubCount_k3,SubCount_k4,SubCount_k5,SubCount_k6,SubCount_k7,SubCount_k8,SubCount_k9,SubCount_k10
a-Longipinene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,6
a-Methyl benzyl acetate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,2,3,0,4,0,6,7,1,2,1,3,5,2,3,2,7,1,1,3,3,2,2,2,0,2,1,0,3,3,2,0,5,5,4
a-Methylstyrene,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,2,2,0,4,6,4,2,6,1,0,3,3,2,0,5,5,4
"Amorpha-4,9-dien-2-ol",Terpenoids,ST,0,0,1,0,4,6,6,0,3,1,1,3,2,5,1,1,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,1,1,0,2,2,0,4,2,6,3,0
a-muurolene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
a-muurolol,Terpenoids,ST,0,0,1,0,4,6,6,0,3,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,1,1,0,2,2,0,4,2,6,3,6
amyl acetate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,5,5,3,6,1
Amyl benzoate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,0,1,1,2,0,4,5,5,1,2,1,3,5,2,3,2,7,1,2,1,3,2,2,6,0,9,1,0,3,3,2,0,5,0,9
amyl isobutyrate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,1,6,3,6,1
amyl isovalerate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,1,6,3,6,1
amyl salicylate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,0,1,1,2,0,4,8,5,1,2,1,3,5,2,3,2,7,1,2,1,3,2,5,6,0,9,1,0,3,3,2,0,5,0,9
anisaldehyde,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,6,5,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,2,7,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,5,4
Anisole,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,6,5,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,2,2,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
anti-2-methylbutyraldehyde oxime,Others,NonAromatic_N/S,1,2,2,3,3,5,0,5,4,0,2,2,3,0,4,0,0,1,0,1,2,1,2,6,1,7,3,1,1,3,3,2,2,2,5,2,1,0,0,1,5,5,1,7,7
anti-isovaleraldehyde oxime,Others,NonAromatic_N/S,1,2,2,3,3,5,0,5,4,0,2,2,3,0,4,0,0,1,0,1,2,1,2,6,1,7,3,1,1,3,3,2,2,2,5,2,1,0,0,1,5,5,1,7,7
a-ocimene,Terpenoids,MT,0,0,1,1,4,2,5,2,2,0,0,0,4,1,5,7,4,4,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,1,0,0,1,5,5,3,6,1
a-Patchoulene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
a-phellandren-8-ol,Terpenoids,MT,0,0,1,0,4,2,5,2,2,1,1,3,2,5,1,1,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,1,1,1,0,0,1,1,1,2,1,3
a-phellandrene,Terpenoids,MT,0,0,1,1,4,2,5,2,2,1,2,0,4,0,4,0,0,4,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,1,0,0,1,1,1,2,1,3
a-pinene,Terpenoids,MT,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,1,2,0,1,1,1,2,1,3
a-pinene oxide,Terpenoids,MT,1,2,3,4,0,1,1,1,6,1,1,3,2,5,1,1,7,0,0,0,3,0,3,1,2,8,6,0,0,2,2,5,3,3,8,8,1,2,2,0,4,1,2,1,3
apiole,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,6,8,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,2,2,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,0,9
Aplotaxene,FADs,Aliphatics and C5 branched,0,0,1,1,4,3,2,4,7,0,0,1,0,3,5,7,4,3,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,0,2,2,2,0,6,4,8,5
Arachidicacid,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,2,0,4,2,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,0,1,1,4,3,4,0,4,8
ar-curcumene,Terpenoids,ST,1,1,0,2,2,4,7,7,9,1,1,0,4,1,3,6,1,4,1,2,1,2,4,4,0,5,8,0,0,2,2,1,1,5,4,3,1,0,3,3,1,1,2,0,9
ar-ethylbenzyl alcohol,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,5,4,0,5,8,1,1,0,4,0,4,1,7,1,1,0,3,3,2,0,5,5,4
Aristolene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
arnicenone,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,3,2,5,1,1,7,0,0,0,3,0,0,5,4,0,0,0,0,2,2,5,3,3,8,8,0,2,2,0,4,1,2,1,0
aromadendrene,Terpenoids,ST,0,0,2,1,3,5,5,4,4,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,6
artemisia acetate,Terpenoids,MT,1,2,3,4,5,2,1,2,2,0,2,2,3,0,4,1,0,1,0,1,0,4,1,0,6,3,5,1,1,3,3,2,2,2,5,2,1,0,0,1,1,1,3,6,1
Artemisia alcohol,Terpenoids,MT,0,2,2,3,3,2,5,2,2,1,2,2,3,0,4,0,0,1,0,1,0,4,1,0,6,6,1,0,0,0,4,0,4,1,1,1,1,0,0,1,1,1,2,6,1
Artemisia ketone,Terpenoids,MT,1,2,2,3,3,2,5,2,2,1,2,2,3,0,4,0,0,1,0,1,0,4,1,0,6,6,1,1,2,1,1,3,0,0,3,5,1,0,0,1,5,5,1,6,1
Artemisia triene,Terpenoids,MT,1,2,2,3,3,2,5,2,2,1,2,0,4,0,4,0,0,1,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,1,0,0,1,5,5,1,6,1
Ar-tumerone,Terpenoids,ST,1,1,0,2,2,4,7,7,9,1,2,2,3,0,4,0,0,4,1,2,1,2,4,4,0,5,8,1,2,1,1,3,0,0,3,5,1,0,3,3,2,0,5,0,9
ar-Turmerol,Terpenoids,ST,1,1,0,2,2,4,7,7,9,1,2,2,3,0,1,0,0,1,1,2,1,2,4,4,0,5,8,0,0,0,4,0,4,1,1,1,1,0,3,3,1,1,2,0,9
a-santalal,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,1,2,1,1,3,0,0,3,5,0,2,2,0,4,2,6,3,6
a-Santalol,Terpenoids,ST,0,0,1,0,4,6,5,4,3,1,1,0,4,1,6,2,3,2,0,0,3,0,0,1,2,8,6,0,0,0,4,0,4,1,7,7,0,2,2,0,4,2,6,3,6
Ascaridole,Terpenoids,MT,0,0,1,0,4,6,6,0,3,1,1,3,2,5,1,1,3,0,0,0,3,0,3,1,2,8,6,0,0,2,2,5,1,3,8,8,1,0,0,1,1,1,2,1,3
a-Selenine,Terpenoids,MT,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
a-terpinene,Terpenoids,MT,0,0,1,1,4,3,5,4,7,1,1,0,4,1,3,6,1,4,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,1,0,0,1,1,1,2,1,3
a-terpineol,Terpenoids,MT,0,0,1,0,4,6,6,0,3,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,1,1,1,2,0,1,1,1,2,1,3
a-terpinolene,Terpenoids,MT,0,0,1,1,4,2,5,4,2,1,1,0,4,1,3,6,1,4,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,1,0,0,1,1,1,2,1,3
a-Thujenal,Terpenoids,MT,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,1,7,0,0,0,3,0,0,5,4,0,0,0,0,2,3,2,2,2,5,2,1,2,2,0,1,1,2,1,3
a-thujene,Terpenoids,MT,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,1,2,0,0,1,1,2,1,3
a-thujone,Terpenoids,MT,1,2,2,3,3,5,0,5,4,1,1,3,2,5,1,1,7,0,0,0,2,1,0,5,5,7,4,0,0,2,2,5,3,3,8,8,1,2,2,0,1,1,2,1,3
Atractylone,Terpenoids,ST,0,1,0,2,2,4,7,7,9,1,1,0,4,1,3,6,1,8,1,2,1,3,5,2,3,2,7,0,0,2,2,5,3,3,6,4,1,2,2,0,4,1,2,1,0
a-vetivone,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,3,2,5,1,1,7,0,0,0,3,0,0,5,4,0,0,0,2,1,1,3,0,0,3,5,0,2,2,0,4,2,6,3,0
a-Ylangene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,6
a-zingiberene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,4,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,1,1,2,1,0
b-acoradiene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
b-acoradienol,Terpenoids,ST,0,0,1,0,4,6,6,0,3,1,1,0,4,1,6,2,3,2,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,7,7,0,2,2,0,4,2,6,3,0
b-alaskene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
b-atlantone type,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,4,0,0,3,0,0,5,4,0,0,0,2,1,1,3,0,0,3,5,0,2,2,0,1,1,2,1,0
b-bergamotene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
b-bisabolene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,4,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,1,1,2,1,0
b-bisabolenol,Terpenoids,ST,0,0,1,0,4,6,6,0,3,1,1,0,4,1,6,2,2,2,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,7,7,0,2,2,0,4,2,4,8,0
b-Bisabolol,Terpenoids,ST,0,0,1,0,4,6,6,0,3,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,1,1,0,2,2,0,4,2,6,3,0
b-bourbonene,Terpenoids,ST,0,0,2,1,3,5,5,4,4,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,6
b-calacorene,Terpenoids,ST,1,1,0,2,2,4,7,7,9,1,1,0,4,1,3,6,1,4,1,2,1,2,4,4,0,5,8,0,0,2,2,1,1,5,4,3,1,0,3,3,2,1,2,0,9
b-caryophyllene alcohol,Terpenoids,ST,1,2,2,3,1,0,3,3,1,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,3,1,1,1,0,2,2,0,4,2,6,3,6
b-Caryophyllene oxide,Terpenoids,ST,0,0,3,4,5,1,1,1,0,1,1,3,2,5,1,6,3,8,0,0,3,0,3,1,2,8,6,0,0,2,2,5,3,3,8,8,0,2,2,0,4,2,6,3,6
b-cedrene,Terpenoids,ST,0,0,2,1,3,5,5,4,4,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,6
b-chamigrene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,1,2,1,0
b-citronellene,Terpenoids,MT,0,0,1,1,4,2,5,2,2,1,1,0,4,1,3,6,1,4,0,1,0,4,1,6,6,6,1,0,0,2,2,1,1,5,4,3,1,0,0,1,5,5,3,6,1
b-copaen-4-a-ol,Terpenoids,ST,0,0,2,0,1,6,3,3,1,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,1,1,0,2,2,0,4,2,6,3,6
b-copaene,Terpenoids,ST,0,0,2,1,3,5,5,4,4,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,6
b-Costol,Terpenoids,ST,0,0,2,0,1,6,3,3,1,1,1,0,4,1,6,2,3,2,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,7,7,0,2,2,0,4,2,6,3,0
b-cubebene,Terpenoids,ST,0,0,2,1,3,5,5,4,4,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,6
b-curcumene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,4,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,1,1,2,1,0
b-cyclocitral,Terpenoids,Irregular terpene,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,1,2,1,1,3,0,0,3,5,1,0,0,1,1,1,2,1,3
b-cyclogeraniol,Terpenoids,MT,0,0,1,0,4,6,6,0,3,1,1,0,4,1,6,2,3,2,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,7,7,1,0,0,1,1,1,2,1,3
b-dihydroagarofuran,Terpenoids,ST,1,2,3,4,0,1,1,1,6,1,1,3,2,5,1,5,3,8,0,0,3,0,3,1,2,8,6,0,0,2,2,5,3,3,8,8,0,2,2,0,4,2,6,3,0
Behenic acid,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,2,0,4,2,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,0,1,1,4,3,3,7,2,2
b-Elemene,Terpenoids,ST,0,0,2,1,3,5,5,4,4,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,1,1,2,1,0
b-Elemol,Terpenoids,ST,0,0,2,0,1,6,3,3,1,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,1,1,0,2,2,0,4,2,6,3,0
benzaldehyde,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,5,4
Benzene,Shikimate_derived_Aromatics,BP,1,1,2,3,3,5,0,5,5,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
"Benzene,1,1-(1,5-hexadiene-1,6-diyl)bis",Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,2,2,0,1,6,7,2,6,1,0,3,3,2,0,5,0,9
Benzofuran,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,3,5,2,3,2,7,1,1,3,0,4,5,4,6,4,1,0,3,3,2,0,5,5,4
benzoic acid,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,3,5,2,3,2,7,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,5,4
Benzyl 2 methyl butyrate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,1,1,2,0,4,5,5,1,2,1,3,5,2,3,2,7,1,1,3,3,2,2,2,5,2,1,0,3,3,2,0,5,0,9
Benzyl acetate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,2,3,0,4,0,6,7,1,2,1,3,5,2,3,2,7,1,1,3,3,2,2,2,0,2,1,0,3,3,2,0,5,5,4
Benzyl alcohol,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,2,5,4,0,5,8,1,1,0,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
benzyl benzoate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,2,3,0,4,0,6,7,1,2,1,3,5,2,3,2,7,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,5,4
benzyl butyrate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,0,1,1,2,0,4,5,5,1,2,1,3,5,2,3,2,7,1,1,3,3,2,2,2,5,2,1,0,3,3,2,0,5,0,9
Benzyl caprylate,Shikimate_derived_Aromatics,BP,1,1,3,4,0,1,4,8,5,0,0,1,1,2,0,4,5,5,1,2,1,3,5,2,3,2,7,1,1,3,3,2,2,2,5,2,1,0,0,1,1,6,4,0,5
Benzyl crotonate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,2,3,0,4,0,6,7,1,2,1,3,5,2,3,2,7,1,2,1,1,3,0,6,3,9,1,0,3,3,2,0,5,0,9
benzyl formate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,2,3,0,4,0,6,7,1,2,1,3,5,2,3,2,7,1,1,3,0,4,5,6,0,6,1,0,3,3,2,0,5,5,4
Benzyl hexanoate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,0,1,1,2,0,4,5,5,1,2,1,3,5,2,3,2,7,1,1,3,3,2,2,2,5,2,1,0,3,3,2,0,3,0,9
Benzyl Isobutyrate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,2,3,0,4,0,6,7,1,2,1,3,5,2,3,2,7,1,1,3,3,2,2,2,5,2,1,0,3,3,2,0,5,0,9
Benzyl isonitrile,Others,Aromatic_N/S,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
Benzyl isothiocyanate,Others,Aromatic_N/S,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
Benzyl isovalerate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,2,1,2,0,4,5,5,1,2,1,3,5,2,3,2,7,1,1,3,3,2,2,2,5,2,1,0,3,3,2,0,5,0,9
Benzyl methyl ether,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,2,3,0,4,0,6,7,1,2,1,3,5,2,3,5,7,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
Benzyl nitrile,Others,Aromatic_N/S,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
Benzyl proprionate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,2,1,2,0,4,5,5,1,2,1,3,5,2,3,2,7,1,1,3,3,2,2,2,5,2,1,0,3,3,2,0,5,5,4
benzyl salicylate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,2,7,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,5,9
benzyl tiglate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,2,3,0,4,0,5,7,1,2,1,3,5,2,3,2,7,1,2,1,1,3,0,6,3,9,1,0,3,3,2,0,5,0,9
b-eudesmol,Terpenoids,ST,0,0,2,0,1,6,3,3,1,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,1,1,0,2,2,0,4,2,6,3,6
b-eudesmol acetate,Terpenoids,ST,0,0,3,4,5,1,1,1,0,1,1,3,2,5,1,1,7,8,0,0,3,0,3,1,2,8,6,0,0,3,3,2,2,2,5,2,0,2,2,0,4,2,6,3,6
beyerene,Terpenoids,MT,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,6
b-Fenchol,Terpenoids,MT,1,2,2,3,1,0,3,3,1,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,3,1,1,1,1,2,2,0,1,1,2,1,3
b-Funebrene,Terpenoids,ST,0,0,2,1,3,5,5,4,4,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,6
b-geranic acid,Terpenoids,MT,0,0,1,0,4,2,5,2,2,0,0,1,1,2,0,4,5,4,0,1,0,4,1,0,6,3,5,1,2,1,1,3,0,0,3,5,1,0,0,1,1,1,3,6,1
b-guaiene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
b-gurjunene,Terpenoids,ST,0,0,2,1,3,5,5,4,4,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,6
b-humulene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,0,4,0,6,4,6,1,0,0,2,2,1,1,5,4,3,0,2,2,0,4,1,2,1,0
Bicycloelemene,Terpenoids,ST,0,0,2,1,3,5,5,4,4,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
bicyclogermacrene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
bicyclosesquiphellandrene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
bifloratriene,Terpenoids,Diterpenes,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,4,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,6
b-ionol,Terpenoids,Irregular terpene,0,0,1,0,4,3,6,0,3,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,1,1,1,2,2,0,1,1,2,1,3
Bisabolol oxide II,Terpenoids,ST,0,0,3,0,5,6,6,0,0,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,1,1,0,2,2,0,4,2,6,3,6
Bisabolone oxide,Terpenoids,ST,0,0,3,0,5,1,6,0,0,1,1,3,2,5,1,1,7,0,0,0,3,0,3,1,2,8,6,0,0,2,2,5,3,3,8,8,0,2,2,0,4,2,6,3,0
b-isocomene,Terpenoids,ST,0,0,2,1,3,5,5,4,4,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
b-longipinene,Terpenoids,ST,0,0,2,1,3,5,5,4,4,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,6
b-maaliene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
b-Methylionone,Terpenoids,Irregular terpene,0,0,1,1,4,3,2,4,7,1,1,3,2,5,1,1,7,0,0,0,3,0,0,5,4,0,0,0,2,1,1,3,0,0,3,5,1,2,2,0,1,1,2,1,3
b-ocimene,Terpenoids,MT,1,2,2,3,3,2,5,2,2,0,2,2,4,0,4,0,0,1,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,1,0,0,1,5,5,1,6,1
b-ocimenol,Terpenoids,MT,1,2,2,3,3,2,5,2,2,0,2,2,3,0,4,0,0,1,0,1,0,4,1,0,6,6,1,0,0,0,4,0,4,1,7,1,1,0,0,1,5,5,3,6,1
b-Oplopenone,Terpenoids,ST,0,0,2,1,3,5,5,4,4,1,1,0,4,1,3,6,1,4,0,0,3,0,0,5,4,0,0,0,0,2,2,5,3,3,8,8,0,2,2,0,4,2,6,3,0
Borneol,Terpenoids,MT,1,2,2,3,1,0,3,3,1,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,3,1,1,1,1,2,2,0,1,1,2,1,3
